"TOA5","Fluxtower CR3000","CR3000","3500","CR3000.Std.11","CPU:OzFlux_QUT_2010_11_09.CR3","12231","slow_met"
"TIMESTAMP","RECORD","Ux_CSAT_Avg","Uy_CSAT_Avg","Uz_CSAT_Avg","WS_CSAT_Avg","WD_CSAT_Avg","WD_CSAT_Compass_Avg","WD_CSAT_Sd","WS_WS4_Avg","WD_WS4_Avg","WD_WS4_Sd","Diag_WS4_Tot","Cc_7500_Avg","Ah_7500_Avg","ps_7500_Avg","Tv_CSAT_Avg","Ta_HMP_01_Avg","RH_HMP_01_Avg","Ah_HMP_01_Avg","rho_a_Avg","Ts_TCAV_01_Avg","Ts_TCAV_02_Avg","Ts_TCAV_03_Avg","Sws_616_01_Avg","Sws_616_02_Avg","Sws_616_03_Avg","Sws_616_04_Avg","Sws_616_05_Avg","Sws_616_06_Avg","Sws_616_07_Avg","Sws_616_08_Avg","Sws_616_09_Avg","Sws_616_10_Avg","Sws_616_11_Avg","Sws_616_12_Avg","Sws_616_13_Avg","Sws_616_14_Avg","Sws_616_15_Avg","Sws_616_16_Avg","Rain_Tot","Tpanel_Avg","Vbat_Avg"
"TS","RN","m/s","m/s","m/s","m/s","degrees","degrees","degrees","m/s","degrees","degrees","none","mg/m^3","g/m^3","kPa","C","C","fraction","","kg/m^3","C","C","C","fraction","fraction","fraction","fraction","fraction","fraction","fraction","fraction","fraction","fraction","fraction","fraction","fraction","fraction","fraction","fraction","mm","C","V"
"","","Avg","Avg","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Tot","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Tot","Avg","Avg"
"2013-01-17 03:00:00",28249,-0.1036937,0.1025907,0.0037285,0.4102016,115.2109,164.7891,89.84733,0.3850112,0,0,"NAN",849.813,11.54252,100.4081,17.10072,15.92684,0.9183787,12.45075,1.202511,23.86459,24.20774,23.95623,0.06735196,0.5366166,0.6998044,0.6350682,0.08314264,0.374873,0.7021148,0.6527706,0.5367246,0.6663777,0.5696423,0.1519251,0.6420586,0.5244071,0.1237613,0.6186735,0,16.4371,12.0084
"2013-01-17 03:30:00",28250,-0.2901802,-0.08605807,-0.001699847,0.4952103,-170.6908,90.6908,64.26641,0.4270656,236.537,68.94357,0,864.9678,10.5948,100.4227,17.00878,15.74569,0.9221199,12.3651,1.203494,23.69634,24.10751,23.81719,0.06726081,0.536413,0.6998483,0.6349906,0.08308709,0.3747492,0.7021306,0.6527503,0.5365853,0.6663743,0.5693692,0.1517943,0.6420413,0.5244213,0.1236452,0.6186236,0,16.23214,11.99888
"2013-01-17 04:00:00",28251,-0.1699943,0.002112125,0.007315319,0.5862355,105.524,174.476,87.80915,0.5381429,6.349726,92.99364,0,860.1507,10.45894,100.4363,16.78108,15.57095,0.9243757,12.26513,1.204453,23.53643,24.00598,23.66792,0.06717647,0.5362016,0.6998625,0.6349557,0.0830088,0.3746013,0.7021676,0.6527296,0.5364082,0.6663725,0.5691553,0.1516341,0.6420516,0.5244057,0.1235093,0.618582,0,16.07642,11.98812
"2013-01-17 04:30:00",28252,-0.06964391,0.1241719,0.006285722,0.5157506,150.976,129.024,85.35198,0.4934726,299.6589,91.1277,0,858.774,10.38134,100.4726,16.67954,15.44884,0.927083,12.20974,1.205436,23.40144,23.91809,23.53338,0.06708694,0.5359497,0.6999207,0.6348865,0.08295476,0.3744374,0.7021835,0.6527194,0.5362268,0.6663604,0.5688726,0.1514841,0.6420482,0.5244103,0.1233949,0.6184853,0,15.89758,11.97805
"2013-01-17 05:00:00",28253,-0.06567346,-0.08362681,0.01015657,0.4785847,-36.59332,316.5933,99.819,0.4429791,0,0,"NAN",867.3505,10.12461,100.5079,16.56722,15.34285,0.9286055,12.15157,1.206343,23.25541,23.83498,23.41313,0.06700804,0.5357118,0.6999823,0.6347471,0.08287747,0.3742074,0.7022259,0.6526904,0.536028,0.6663398,0.5686874,0.1513251,0.6419706,0.5244103,0.1232778,0.6183954,0,15.75784,11.96833
"2013-01-17 05:30:00",28254,-0.270191,-0.06416192,-0.007232598,0.3624719,-162.9237,82.92368,50.71506,0.336696,0,0,"NAN",833.8108,8.765362,100.5256,16.35518,15.19811,0.9299274,12.06216,1.207224,23.13661,23.74685,23.28478,0.0669437,0.535485,0.6999753,0.6346958,0.0828211,0.3739707,0.7022134,0.6526973,0.5358369,0.6663209,0.5684004,0.1512067,0.6418839,0.5243979,0.1231807,0.6183071,0,15.59412,11.96337
"2013-01-17 06:00:00",28255,-0.06240774,-0.02593706,-0.004276569,0.2388928,-162.0086,82.00858,94.75039,0.2220686,143.1661,97.368,0,844.0423,8.205031,100.541,16.40104,15.20088,0.9315438,12.08524,1.207382,22.97394,23.63513,23.16549,0.06688019,0.5352188,0.6999997,0.6347122,0.08276782,0.3737613,0.7021888,0.6526666,0.535615,0.6662849,0.5680584,0.151104,0.6418297,0.5243778,0.1230656,0.6182302,0,15.47711,11.97476
"2013-01-17 06:30:00",28256,0.07959463,-0.1475617,3.336111E-005,0.1945267,-67.00784,347.0078,33.73217,0.2009231,126.7497,24.97034,0,832.9315,9.63058,100.5626,17.59271,16.12118,0.9331819,12.80487,1.203347,22.72094,23.45271,23.05385,0.06680755,0.5349499,0.7000192,0.634696,0.08272032,0.3735503,0.7021729,0.6526803,0.5353956,0.6662502,0.5677887,0.1509603,0.6417975,0.5243948,0.1229675,0.618142,0,15.77999,11.9916
"2013-01-17 07:00:00",28257,0.05481201,-0.4629853,-0.0002665556,0.50345,-78.76532,358.7653,24.28349,0.4975992,145.5831,21.06743,0,747.2283,13.52276,100.5697,20.57087,18.45705,0.9255815,14.61106,1.192646,22.49043,23.31362,23.01521,0.06675017,0.5346856,0.6999894,0.6346221,0.08267524,0.3733447,0.7021851,0.6526732,0.5351595,0.6662242,0.5675031,0.1508872,0.6417484,0.5243979,0.122891,0.6180519,0,17.05684,12.03027
"2013-01-17 07:30:00",28258,0.152152,-0.3748441,0.01327838,0.4807713,-65.09039,345.0904,36.49696,0.5208207,129.9107,31.22354,0,685.6489,15.26418,100.5638,23.35068,22.59496,0.7713001,15.42985,1.175276,22.20998,23.26127,23.24296,0.06672484,0.5343856,0.6999543,0.6346602,0.08266962,0.3733004,0.7021061,0.6526493,0.5349185,0.6661539,0.5671821,0.1508968,0.6417078,0.5244273,0.122848,0.6179653,0,20.18179,12.2548
