Date,Time,Record,Temperature,Level,Velocity1,Velocity2,Velocity_X,Flow
3/02/13,"9:20:00 PM",349,NAN,6.501,-4.5,-2.5,-5.1,-0.195
3/02/13,"9:30:00 PM",350,23.13,6.5,-1.2,-1.1,-1.6,-0.052
3/02/13,"9:40:00 PM",351,NAN,6.5,-1.2,-1.1,-1.6,-0.052
3/02/13,"9:50:00 PM",352,23.07,6.499,0.2,-0.4,0.4,0.009
3/02/13,"10:00:00 PM",353,23.06,6.498,0.5,-0.7,0.9,0.022
3/02/13,"10:10:00 PM",354,23.03,6.498,-0.4,-0.9,-1,-0.017
3/02/13,"10:20:00 PM",355,NAN,6.498,-0.4,-0.9,-1,-0.017
3/02/13,"10:30:00 PM",356,NAN,6.498,-0.4,-0.9,-1,-0.017
3/02/13,"10:40:00 PM",357,NAN,6.498,-0.4,-0.9,-1,-0.017
3/02/13,"10:50:00 PM",358,NAN,6.498,-0.4,-0.9,-1,-0.017
3/02/13,"11:00:00 PM",359,22.92,6.497,-1.8,-1.2,-2.2,-0.078
3/02/13,"11:10:00 PM",360,22.9,6.497,-0.7,-1.5,-1.7,-0.03
3/02/13,"11:20:00 PM",361,NAN,6.497,-0.7,-1.5,-1.7,-0.03
3/02/13,"11:30:00 PM",362,NAN,6.497,-0.7,-1.5,-1.7,-0.03
3/02/13,"11:40:00 PM",363,NAN,6.497,-0.7,-1.5,-1.7,-0.03
3/02/13,"11:50:00 PM",364,NAN,6.497,-0.7,-1.5,-1.7,-0.03
4/02/13,"12:00:00 AM",365,22.77,6.496,1.1,-0.5,1.2,0.047
4/02/13,"12:10:00 AM",366,NAN,6.496,1.1,-0.5,1.2,0.047
4/02/13,"12:20:00 AM",367,22.72,6.496,-3,-2.4,-3.8,-0.129
4/02/13,"12:30:00 AM",368,22.7,6.495,-1.2,-1.1,-1.6,-0.051
4/02/13,"12:40:00 AM",369,NAN,6.495,-1.2,-1.1,-1.6,-0.051
4/02/13,"12:50:00 AM",370,NAN,6.495,-1.2,-1.1,-1.6,-0.051
4/02/13,"1:00:00 AM",371,22.61,6.496,-5,-2.8,-5.7,-0.215
4/02/13,"1:10:00 AM",372,NAN,6.496,-5,-2.8,-5.7,-0.215
4/02/13,"1:20:00 AM",373,NAN,6.496,-5,-2.8,-5.7,-0.215
4/02/13,"1:30:00 AM",374,22.53,6.496,-4.5,-3,-5.4,-0.193
4/02/13,"1:40:00 AM",375,NAN,6.496,-4.5,-3,-5.4,-0.193
4/02/13,"1:50:00 AM",376,22.49,6.496,-4.9,-2.5,-5.5,-0.211
4/02/13,"2:00:00 AM",377,NAN,6.496,-4.9,-2.5,-5.5,-0.211
4/02/13,"2:10:00 AM",378,NAN,6.496,-4.9,-2.5,-5.5,-0.211
4/02/13,"2:20:00 AM",379,22.4,-1,-4.9,-2.7,-5.6,0
4/02/13,"2:30:00 AM",380,22.36,6.307,-3.2,-2.3,-3.9,-0.089
4/02/13,"2:40:00 AM",381,NAN,6.307,-3.2,-2.3,-3.9,-0.089
4/02/13,"2:50:00 AM",382,NAN,6.307,-3.2,-2.3,-3.9,-0.089
4/02/13,"3:00:00 AM",383,NAN,6.307,-3.2,-2.3,-3.9,-0.089
4/02/13,"3:10:00 AM",384,NAN,6.307,-3.2,-2.3,-3.9,-0.089
4/02/13,"3:20:00 AM",385,22.21,-1,0.5,-0.4,0.6,0
4/02/13,"3:30:00 AM",386,NAN,-1,0.5,-0.4,0.6,0
4/02/13,"3:40:00 AM",387,NAN,-1,0.5,-0.4,0.6,0
4/02/13,"3:50:00 AM",388,22.13,6.304,0.9,0,0.9,0.025
4/02/13,"4:00:00 AM",389,22.09,6.306,0.2,-0.5,0.5,0.005
4/02/13,"4:10:00 AM",390,NAN,6.306,0.2,-0.5,0.5,0.005
4/02/13,"4:20:00 AM",391,NAN,6.306,0.2,-0.5,0.5,0.005
4/02/13,"4:30:00 AM",392,22,6.307,0.8,-0.1,0.8,0.022
4/02/13,"4:40:00 AM",393,NAN,6.307,0.8,-0.1,0.8,0.022
4/02/13,"4:50:00 AM",394,NAN,6.307,0.8,-0.1,0.8,0.022
4/02/13,"5:00:00 AM",395,NAN,6.307,0.8,-0.1,0.8,0.022
4/02/13,"5:10:00 AM",396,NAN,6.307,0.8,-0.1,0.8,0.022
4/02/13,"5:20:00 AM",397,21.88,6.305,3.8,1.2,4,0.105
4/02/13,"5:30:00 AM",398,NAN,6.305,3.8,1.2,4,0.105
4/02/13,"5:40:00 AM",399,21.84,6.304,0.4,-0.4,0.6,0.011
4/02/13,"5:50:00 AM",400,NAN,6.304,0.4,-0.4,0.6,0.011
4/02/13,"6:00:00 AM",401,NAN,6.304,0.4,-0.4,0.6,0.011
4/02/13,"6:10:00 AM",402,NAN,6.304,0.4,-0.4,0.6,0.011
4/02/13,"6:20:00 AM",403,NAN,6.304,0.4,-0.4,0.6,0.011
4/02/13,"6:30:00 AM",404,21.75,6.494,-0.7,-1.1,-1.3,-0.03
4/02/13,"6:40:00 AM",405,NAN,6.494,-0.7,-1.1,-1.3,-0.03
4/02/13,"6:50:00 AM",406,21.7,6.494,-1.7,-1.3,-2.1,-0.073
4/02/13,"7:00:00 AM",407,21.71,6.494,-2.2,-1.5,-2.7,-0.094
4/02/13,"7:10:00 AM",408,NAN,6.494,-2.2,-1.5,-2.7,-0.094
4/02/13,"7:20:00 AM",409,NAN,6.494,-2.2,-1.5,-2.7,-0.094
4/02/13,"7:30:00 AM",410,NAN,6.494,-2.2,-1.5,-2.7,-0.094
4/02/13,"7:40:00 AM",411,21.68,6.494,0,-0.8,0.8,0
4/02/13,"7:50:00 AM",412,21.67,6.495,0.6,-0.2,0.6,0.026
4/02/13,"8:00:00 AM",413,NAN,6.495,0.6,-0.2,0.6,0.026
4/02/13,"8:10:00 AM",414,NAN,6.495,0.6,-0.2,0.6,0.026
4/02/13,"8:20:00 AM",415,NAN,6.495,0.6,-0.2,0.6,0.026
4/02/13,"8:30:00 AM",416,NAN,6.495,0.6,-0.2,0.6,0.026
4/02/13,"8:40:00 AM",417,NAN,6.495,0.6,-0.2,0.6,0.026
4/02/13,"8:50:00 AM",418,NAN,6.495,0.6,-0.2,0.6,0.026
4/02/13,"9:00:00 AM",419,21.68,6.498,0.6,-0.3,0.7,0.026
4/02/13,"9:10:00 AM",420,NAN,6.498,0.6,-0.3,0.7,0.026
4/02/13,"9:20:00 AM",421,21.7,6.498,1.6,-0.1,1.6,0.069
4/02/13,"9:30:00 AM",422,NAN,6.498,1.6,-0.1,1.6,0.069
4/02/13,"9:40:00 AM",423,21.73,6.493,2.4,0.3,2.4,0.102
4/02/13,"9:50:00 AM",424,21.76,6.493,3.5,0.4,3.5,0.149
4/02/13,"10:00:00 AM",425,NAN,6.493,3.5,0.4,3.5,0.149
4/02/13,"10:10:00 AM",426,NAN,6.493,3.5,0.4,3.5,0.149
4/02/13,"10:20:00 AM",427,NAN,6.493,3.5,0.4,3.5,0.149
4/02/13,"10:30:00 AM",428,NAN,6.493,3.5,0.4,3.5,0.149
4/02/13,"10:40:00 AM",429,21.87,6.493,4.5,1.1,4.6,0.192
4/02/13,"10:50:00 AM",430,NAN,6.493,4.5,1.1,4.6,0.192
4/02/13,"11:00:00 AM",431,NAN,6.493,4.5,1.1,4.6,0.192
4/02/13,"11:10:00 AM",432,NAN,6.493,4.5,1.1,4.6,0.192
4/02/13,"11:20:00 AM",433,NAN,6.493,4.5,1.1,4.6,0.192
4/02/13,"11:30:00 AM",434,22.22,6.493,-0.9,-1.3,-1.6,-0.038
